state,fips,population
51,51155,34417
51,51157,7416
51,51159,8868
51,51161,93655
51,51163,22450
51,51165,78427
51,51167,27973
51,51169,22378
51,51171,42857
51,51173,31513
51,51175,18291
51,51177,129181
51,51179,139548
51,51181,6731
51,51183,11733
51,51185,43367
51,51187,38807
51,51191,54562
51,51193,17528
51,51195,40074
51,51197,29171
51,51199,66919
51,51510,151473
51,51520,17340
51,51530,6610
51,51540,45538
51,51550,233194
51,51570,17554
51,51580,5650
51,51590,42360
55,55087,181799
55,55089,87625
55,55091,7349
55,55093,40881
55,55095,43483
55,55097,70551
55,55099,13707
55,55101,194873
55,55103,17642
55,55105,160986
55,55107,14272
55,55109,86726
55,55111,63317
55,55113,16438
55,55115,41384
55,55117,115269
55,55119,20521
55,55121,29521
55,55123,30442
55,55125,21373
55,55127,103021
55,55129,15685
55,55131,133422
55,55133,395377
55,55135,51974
55,55137,24238
55,55139,169487
55,55141,73621
56,56001,37836
56,56003,11931
56,56005,48473
56,56007,15696
56,56009,14223
56,56011,7284
56,56013,40683
56,56015,13546
56,56019,8572
56,56021,96459
56,56023,18543
56,56025,80871
56,56029,29083
56,56031,8740
56,56033,29924
56,56035,10032
56,56037,44812
56,56039,22623
56,56041,20893
56,56043,8351
56,56045,7175
72,72001,18760
72,72003,40083
72,72005,56893
72,72007,27323
72,72009,24438
72,72011,28250
72,72013,91096
72,72015,18778
72,72017,24699
72,72019,29548
72,72021,192974
72,72023,50096
72,72025,136372
72,72027,33481
72,72029,47174
72,72031,165040
72,72033,26137
72,72035,46071
72,72037,12538
72,72039,17644
72,72041,41782
72,72043,40090
72,72045,20153
72,72047,35484
72,72051,38013
72,72053,33912
72,72054,12287
72,72055,17788
72,72057,43210
72,72059,20025
72,72061,92444
51,51595,5565
51,51600,23620
51,51610,13597
51,51620,8413
51,51630,27853
51,51640,6858
51,51650,136789
51,51660,51979
51,51670,22332
51,51678,7036
51,51680,78755
51,51683,41149
51,51685,15827
51,51690,13551
51,51700,181606
51,51710,245724
51,51730,31997
51,51735,12068
51,51740,96071
51,51750,17186
51,51760,216773
51,51770,99329
51,51775,25290
51,51790,24234
51,51800,87061
51,51810,449733
51,51820,21366
51,51830,14988
51,51840,27349
53,53001,19100
53,53003,22113
53,53005,187519
53,53007,74761
53,53009,72969
53,53011,450893
53,53015,102854
53,53017,40101
53,53019,7639
53,53021,87810
53,53025,92530
53,53027,71233
53,53029,80113
53,53031,30333
53,53033,2079550
53,53035,257488
53,53037,42785
53,53039,20930
53,53041,75724
53,53043,10326
53,53045,61060
53,53047,41299
53,53049,20743
53,53051,13001
53,53053,832896
53,53055,16056
53,53057,120475
53,53059,11316
53,53061,758649
53,53063,485859
53,53065,43744
53,53067,266311
53,53071,59809
53,53073,209729
53,53075,47494
53,53077,247681
54,54001,16892
54,54003,110173
54,54005,23645
54,54007,14463
54,54009,23473
54,54011,96623
54,54013,7482
54,54015,9033
54,54017,8363
54,54019,45192
54,54021,8497
54,54023,11770
54,54025,35580
54,54027,23455
54,54029,30024
54,54031,13942
54,54033,68775
54,54035,29199
54,54037,55531
54,54039,189636
54,54041,16422
54,54043,21482
54,54045,35166
54,54047,20273
54,54049,56716
54,54051,32296
54,54053,27060
54,54055,61476
54,54057,27606
54,54059,25549
54,54061,102827
54,54063,13496
54,54065,17514
54,54067,25743
54,54069,43257
54,54071,7291
54,54073,7612
54,54075,8620
54,54077,33793
54,54079,56743
54,54081,78051
54,54083,29287
54,54085,10044
54,54087,14513
54,54089,13325
54,54091,16949
54,54093,6922
54,54095,9000
54,54097,24632
54,54099,41237
54,54101,8820
54,54103,15997
54,54105,5826
54,54107,86262
54,54109,22537
55,55001,20294
55,55003,15936
55,55005,45548
55,55007,14987
55,55009,256621
55,55011,13256
55,55013,15259
55,55015,49653
55,55017,63355
55,55019,34486
55,55021,56650
55,55023,16415
55,55025,516818
55,55027,88404
55,55029,27669
55,55031,43705
55,55033,44348
55,55035,101907
55,55039,101968
55,55041,9108
55,55043,51723
55,55045,37050
55,55047,18881
55,55049,23751
55,55051,5850
55,55053,20566
55,55055,84538
55,55057,26399
55,55059,167896
55,55061,20459
55,55063,117538
55,55065,16793
55,55067,19414
55,55069,28171
55,55071,80178
55,55073,135367
55,55075,41090
55,55077,15082
55,55079,955306
55,55081,45365
55,55083,37475
55,55085,35604
48,48013,47710
48,48015,29107
48,48017,7131
48,48019,21015
48,48021,78286
48,48025,32706
48,48027,330859
48,48029,1858699
48,48031,10918
48,48035,17953
48,48037,93483
48,48039,338419
48,48041,209896
48,48043,9188
48,48047,7217
48,48049,37935
48,48051,17417
48,48053,44584
48,48055,39848
48,48057,21805
48,48059,13596
48,48061,418785
48,48063,12631
48,48065,6027
48,48067,30346
48,48069,7875
48,48071,38072
48,48073,51257
48,48075,7059
48,48077,10367
48,48083,8476
48,48085,886633
48,48089,20792
48,48091,124234
48,48093,13506
48,48097,38878
48,48099,75710
48,48107,5987
48,48111,7052
48,48113,2513054
48,48115,13317
48,48117,19039
48,48119,5226
48,48121,754650
48,48123,20660
48,48127,10842
48,48131,11510
48,48133,18252
48,48135,153177
48,48139,160225
48,48141,833592
48,48143,40641
48,48145,17265
48,48147,33757
48,48149,24909
48,48153,6088
48,48157,683756
48,48159,10571
48,48161,19585
48,48163,18542
48,48165,19485
48,48167,314485
48,48169,6614
48,48171,25732
48,48175,7463
48,48177,20370
48,48179,23028
48,48181,124231
48,48183,123283
48,48185,27140
48,48187,147313
48,48189,35007
48,48193,8232
48,48195,5552
48,48199,55624
48,48201,4434257
48,48203,66431
48,48205,5966
48,48207,5812
48,48209,185686
48,48213,79213
48,48215,828334
48,48217,34901
48,48219,23377
48,48221,54217
48,48223,35844
48,48225,22802
72,72063,46990
72,72065,41327
72,72067,16678
72,72069,55621
72,72071,43919
72,72073,15605
72,72075,48658
72,72077,39942
72,72079,24323
72,72081,28052
72,72083,9093
72,72085,38466
72,72087,27857
72,72089,19237
72,72091,41468
72,72093,6274
72,72095,11506
72,72097,81594
72,72099,38289
72,72101,32087
72,72103,26722
72,72105,29467
72,72107,22258
72,72109,18135
72,72111,22231
72,72113,152594
72,72115,24904
72,72117,14700
72,72119,52479
72,72121,24013
72,72123,29722
72,72125,33546
72,72127,363744
72,72129,39283
72,72131,39755
72,72133,22732
72,72135,74467
72,72137,83645
72,72139,70737
72,72141,30869
72,72143,39018
72,72145,55866
72,72147,9046
72,72149,24186
72,72151,35670
72,72153,38519
06,06079,278680
06,06081,754748
06,06083,439395
06,06085,1885056
06,06087,270931
06,06089,179228
06,06093,43668
06,06095,429596
06,06097,497776
06,06099,530561
06,06101,95406
06,06103,63015
06,06105,13180
06,06107,455769
06,06109,53864
06,06111,843110
06,06113,209671
06,06115,73897
08,08001,479977
08,08003,16353
08,08005,617668
08,08007,12355
08,08011,5816
08,08013,313961
08,08014,62449
08,08015,18507
08,08019,9238
08,08021,8213
08,08025,5537
08,08029,30221
08,08031,663303
08,08035,314238
08,08037,52894
08,08039,24225
08,08041,665171
08,08043,46835
08,08045,57495
08,08047,5708
08,08049,14490
08,08051,15889
08,08055,6521
08,08059,558810
08,08063,8174
08,08065,7401
08,08067,53994
08,08069,325228
08,08071,14322
08,08073,5515
08,08075,21862
08,08077,148166
08,08081,13034
08,08083,26006
08,08085,40866
08,08087,28288
08,08089,18440
08,08093,16440
08,08097,17543
08,08099,12121
08,08101,162158
08,08103,6658
08,08105,11623
08,08107,23980
08,08109,6255
08,08113,7767
08,08117,29269
08,08119,23472
08,08123,278065
08,08125,10150
09,09001,941618
09,09003,895699
09,09005,185141
09,09007,164438
09,09009,860874
09,09011,272033
09,09013,151689
09,09015,117078
10,10001,171474
10,10003,551997
10,10005,211224
11,11001,659009
12,12001,256581
12,12003,27312
12,12005,178361
12,12007,26919
12,12009,560683
12,12011,1863780
12,12013,14550
12,12015,169642
12,12017,140453
12,12019,200346
12,12021,348236
12,12023,68198
12,12027,35134
12,12029,16084
12,12031,900890
12,12033,309574
12,12035,102917
12,12037,11705
12,12039,46153
12,12041,17033
12,12043,13420
12,12045,15851
12,12047,14362
12,12049,27302
12,12051,38376
12,12053,176797
12,12055,98862
12,12057,1323059
12,12059,19569
12,12061,145342
12,12063,48721
12,12065,14082
12,12067,8742
12,12069,317586
12,12071,680970
12,12073,284788
12,12075,39707
12,12077,8285
12,12079,18560
12,12081,353411
12,12083,340341
12,12085,153592
12,12086,2664418
12,12087,77150
12,12089,77187
12,12091,195798
12,12093,39420
12,12095,1256055
12,12097,311962
12,12099,1398757
12,12101,488310
12,12103,939548
12,12105,637691
12,12107,72304
12,12109,218362
12,12111,293136
12,12113,163903
12,12115,398011
12,12117,442905
12,12119,113589
12,12121,43653
12,12123,22582
12,12125,15159
12,12127,510806
12,12129,31314
12,12131,61528
12,12133,24627
13,13001,18410
13,13003,8268
13,13005,11251
13,13009,45808
13,13011,18336
13,13013,73340
13,13015,101942
13,13017,17405
13,13019,18986
13,13021,154194
13,13023,12835
13,13025,18403
13,13027,15645
13,13029,34104
13,13031,73141
13,13033,22838
13,13035,23479
13,13037,6443
13,13039,52092
01,01001,55049
01,01003,199510
01,01005,26614
01,01007,22572
01,01009,57704
01,01011,10552
01,01013,20280
01,01015,115883
01,01017,34018
01,01019,25897
01,01021,43817
01,01023,13287
01,01025,24847
01,01027,13483
01,01029,14991
01,01031,50991
01,01033,54377
01,01035,12697
01,01037,10864
01,01039,37729
01,01041,13896
01,01043,81316
01,01045,49607
01,01047,41426
01,01049,70937
01,01051,80957
01,01053,37875
01,01055,103363
01,01057,16783
01,01059,31573
01,01061,26765
01,01063,8587
01,01065,15159
01,01067,17187
01,01069,103891
01,01071,52608
01,01073,659096
01,01075,14066
01,01077,92641
01,01079,33433
01,01081,153947
01,01083,90257
01,01085,10565
01,01087,19684
01,01089,349973
01,01091,20066
01,01093,30239
01,01095,94534
01,01097,414291
01,01099,21975
01,01101,227392
01,01103,119555
01,01105,9856
01,01107,20042
01,01109,33277
01,01111,22615
01,01113,58636
01,01115,86576
01,01117,205951
01,01119,13285
01,01121,81057
01,01123,40958
01,01125,202471
01,01127,65593
01,01129,16909
01,01131,11119
01,01133,24013
02,02016,5714
02,02020,299321
02,02050,17885
02,02090,100150
02,02110,32524
02,02122,57637
02,02130,13715
02,02150,13918
02,02170,98679
02,02180,9879
02,02185,9681
02,02188,7723
02,02198,6374
02,02220,8921
02,02240,6970
02,02261,9522
02,02290,5600
04,04001,72346
04,04003,128177
04,04005,138064
04,04007,53179
04,04009,37529
04,04011,9224
04,04012,20304
04,04013,4088549
04,04015,203629
04,04017,108209
04,04019,1003338
04,04021,397604
04,04023,46547
04,04025,218586
04,04027,203292
05,05001,18569
05,05003,20989
05,05005,40992
05,05007,245231
05,05009,37301
05,05011,11096
05,05013,5210
05,05015,27690
05,05017,11189
05,05019,22684
05,05021,15202
05,05023,25587
05,05025,8421
05,05027,24168
05,05029,21060
05,05031,102884
05,05033,61927
05,05035,49511
05,05037,17329
05,05039,7738
05,05041,12234
05,05043,18688
05,05045,120417
05,05047,17799
05,05049,12186
05,05051,97119
05,05053,18046
05,05055,43745
05,05057,22208
05,05059,33440
05,05061,13487
05,05063,37030
05,05065,13461
05,05067,17495
05,05069,72385
05,05071,26025
05,05073,7127
05,05075,16915
05,05077,9781
05,05079,13935
05,05081,12616
05,05083,21935
05,05085,71279
05,05087,15761
05,05089,16404
05,05091,43666
05,05093,44199
05,05095,7542
05,05097,9100
05,05099,8668
05,05101,7988
05,05103,24728
05,05105,10246
05,05107,19929
05,05109,11017
05,05111,24131
05,05113,20290
05,05115,63107
05,05117,8334
05,05119,391806
05,05121,17584
05,05123,27023
05,05125,115577
05,05127,10661
05,05129,7938
05,05131,127351
05,05133,17193
05,05135,17027
05,05137,12503
05,05139,40334
05,05141,16892
05,05143,219930
05,05145,78823
05,05147,6873
05,05149,21716
06,06001,1605217
06,06005,36963
06,06007,223877
06,06009,44787
06,06011,21361
06,06013,1107925
06,06015,27628
06,06017,183000
06,06019,963160
06,06021,27976
06,06023,135182
06,06025,178807
06,06027,18326
06,06029,871337
06,06031,150261
06,06033,64076
06,06035,31945
06,06037,10057155
06,06039,153366
06,06041,259358
06,06043,17645
06,06045,87409
06,06047,265001
06,06049,9033
06,06051,14051
06,06053,430201
06,06055,140823
06,06057,98639
06,06059,3132211
06,06061,370571
06,06063,18754
06,06065,2323892
06,06067,1479300
06,06069,58051
06,06071,2106754
06,06073,3253356
06,06075,850282
06,06077,714860
13,13221,14743
13,13223,149830
13,13225,26907
13,13227,29992
13,13229,19030
13,13231,17843
13,13233,41263
13,13235,11460
13,13237,21259
13,13241,16312
13,13243,7224
13,13245,201418
13,13247,87569
13,13249,5089
13,13251,14114
13,13253,8696
13,13255,64006
13,13257,25584
13,13259,5791
13,13261,31070
13,13263,6373
13,13267,25260
13,13269,8354
13,13271,16405
13,13273,9132
13,13275,44977
13,13277,40691
13,13279,27160
13,13281,10976
13,13283,6711
13,13285,69314
13,13287,8151
13,13289,8363
13,13291,22033
13,13293,26394
13,13295,68143
13,13297,87436
13,13299,35671
13,13301,5504
13,13303,20680
13,13305,30006
13,13309,7932
13,13311,28140
13,13313,103653
13,13315,8884
13,13317,9924
13,13319,9312
13,13321,20988
15,15001,193680
15,15003,986999
15,15007,70447
15,15009,162456
16,16001,425798
16,16005,83815
16,16007,5928
16,16009,9068
16,16011,45261
16,16013,21427
16,16015,6891
16,16017,41389
16,16019,108989
16,16021,11141
16,16027,202782
16,16029,6813
16,16031,23441
16,16035,8528
16,16039,26103
16,16041,13013
16,16043,12896
16,16045,16853
16,16047,15157
16,16049,16251
16,16051,27096
16,16053,22694
16,16055,147716
16,16057,38593
16,16059,7743
16,16063,5292
16,16065,38114
16,16067,20331
16,16069,39995
16,16073,11356
16,16075,22773
16,16077,7696
16,16079,12551
16,16081,10437
16,16083,80955
16,16085,9897
16,16087,10035
17,17001,66949
17,17003,7051
17,17005,17137
17,17007,53656
17,17009,6836
17,17011,33822
17,17015,14793
17,17017,13068
17,17019,206420
17,17021,33888
17,17023,16089
17,17025,13466
17,17027,37858
17,17029,52802
17,17031,5227575
17,17033,19441
17,17035,10890
17,17037,104458
17,17039,16322
17,17041,19770
17,17043,930514
17,17045,17828
17,17047,6612
17,17049,34356
17,17051,22025
17,17053,13758
17,17055,39503
17,17057,36047
17,17059,5325
17,17061,13390
17,17063,50338
17,17065,8251
17,17067,18633
17,17071,6966
17,17073,49681
17,17075,28814
17,17077,59188
17,17079,9592
17,17081,38523
17,17083,22441
17,17085,22186
17,17087,12866
17,17089,526615
17,17091,111493
17,17093,121452
17,17095,51752
17,17097,702890
17,17099,111935
17,17101,16582
17,17103,34718
17,17105,37278
17,17107,29820
17,17109,31727
17,17111,307083
17,17113,173254
17,17115,108404
17,17117,46482
17,17119,266759
17,17121,38503
17,17123,12060
17,17125,13931
17,17127,14883
17,17129,12576
17,17131,15971
17,17133,33703
17,17135,29301
17,17137,34801
17,17139,14915
17,17141,52034
17,17143,186818
17,17145,21595
17,17147,16469
17,17149,16054
17,17153,5792
17,17155,5746
17,17157,32934
17,17159,16072
17,17161,146536
17,17163,265569
17,17165,24659
17,17167,198639
17,17169,7205
17,17171,5169
17,17173,22011
17,17175,5840
17,17177,46283
17,17179,135400
17,17181,17458
17,17183,79613
17,17185,11587
17,17187,17611
17,17189,14369
17,17191,16517
17,17193,14410
17,17195,57155
17,17197,685378
17,17199,67336
17,17201,288896
17,17203,39123
18,18001,34813
18,18003,365565
18,18005,80203
18,18007,8709
18,18009,12364
18,18011,61884
18,18013,14965
18,18015,20007
18,18017,38324
18,18019,113993
18,18021,26568
18,18023,32692
18,18025,10582
18,18027,32583
18,18029,49552
18,18031,26340
18,18033,42489
18,18035,116463
18,18037,42345
18,18039,201640
18,18041,23608
18,18043,76290
18,18045,16741
18,18047,22887
18,18049,20412
18,18051,33684
18,18053,68269
18,18055,32633
18,18057,303042
18,18059,71955
18,18061,39370
18,18063,155817
18,18065,48953
18,18067,82728
18,18069,36696
18,18071,43637
18,18073,33461
18,18075,21196
18,18077,32482
18,18079,28023
18,18081,147567
18,18083,37956
18,18085,78461
18,18087,38395
18,18089,489698
18,18091,110993
18,18093,45696
18,18095,129862
18,18097,932142
18,18099,46833
18,18101,10218
18,18103,36093
18,18105,143292
18,18107,38108
18,18109,69504
18,18111,14022
18,18113,47587
18,18115,6003
18,18117,19579
18,18119,21038
18,18121,17033
18,18123,19301
18,18125,12554
18,18127,167016
18,18129,25527
18,18131,12910
18,18133,37626
18,18135,25403
18,18137,28633
18,18139,16873
18,18141,267696
18,18143,23734
18,18145,44404
18,18147,20777
18,18149,23069
18,18151,34279
18,18153,21026
18,18155,10484
18,18157,183397
18,18159,15447
18,18161,7251
18,18163,181692
18,18165,15752
18,18167,108099
18,18169,32177
18,18171,8309
18,18173,61427
18,18175,27792
18,18177,67423
18,18179,27836
18,18181,24265
18,18183,33354
19,19001,7330
19,19005,14001
19,19007,12602
19,19009,5793
19,19011,25720
19,19013,132821
19,19015,26411
19,19017,24663
19,19019,21031
19,19021,20445
19,19023,14933
19,19025,9876
19,19027,20555
19,19029,13433
19,19031,18389
19,19033,43303
19,19035,11752
19,19037,12164
19,19039,9273
19,19041,16478
19,19043,17735
19,19045,47972
19,19047,17147
19,19049,78074
19,19051,8768
19,19053,8210
19,19055,17445
19,19057,40114
19,19059,17046
19,19061,96359
19,19063,9820
19,19065,20391
19,19067,16004
19,19069,10393
19,19071,7019
19,19073,9083
19,19075,12373
19,19077,10691
19,19079,15227
19,19081,11006
19,19083,17324
19,19085,14335
19,19087,19941
19,19089,9430
19,19091,9607
19,19093,7041
19,19095,16326
19,19097,19529
19,19099,36715
19,19101,17662
19,19103,142006
19,19105,20481
19,19107,10234
19,19109,15226
19,19111,35172
19,19113,218076
19,19115,11251
19,19117,8700
19,19119,11730
19,19121,15661
19,19123,22324
19,19125,33197
21,21137,24424
21,21139,9353
21,21141,26757
21,21143,8325
21,21145,65292
21,21147,17850
21,21149,9492
21,21151,87324
21,21153,12887
21,21155,19497
21,21157,31213
21,21159,12478
21,21161,17229
21,21163,28751
21,21165,6345
21,21167,21411
21,21169,9983
21,21171,10692
21,21173,27391
21,21175,13379
21,21177,31216
21,21179,44875
21,21181,7062
21,21183,24152
21,21185,63876
21,21187,10673
21,21191,14509
21,21193,27818
21,21195,62791
21,21197,12387
21,21199,63772
21,21203,16893
21,21205,24302
21,21207,17684
21,21209,51348
21,21211,44967
21,21213,17856
21,21215,17798
21,21217,25315
21,21219,12465
21,21221,14267
21,21223,8751
21,21225,15065
21,21227,121066
21,21229,12017
21,21231,20557
21,21233,13331
21,21235,35842
21,21237,7221
21,21239,25591
22,22001,62372
22,22003,25619
22,22005,117009
22,22007,22973
22,22009,41252
22,22011,36435
22,22013,13924
22,22015,124720
22,22017,253125
22,22019,197233
22,22021,9997
22,22023,6739
22,22025,10145
22,22027,16452
22,22029,20288
22,22031,27047
22,22033,445337
22,22035,7419
22,22037,19756
22,22039,33765
22,22041,20464
22,22043,22372
22,22045,73799
22,22047,33159
22,22049,15999
22,22051,435204
22,22053,31399
22,22055,234963
22,22057,97688
22,22059,14927
22,22061,47480
22,22063,135925
19,19127,40735
19,19129,14841
19,19131,10757
19,19133,9013
19,19135,7964
19,19137,10380
19,19139,42949
19,19141,14055
19,19143,6154
19,19145,15552
19,19147,9155
19,19149,24972
19,19151,7061
19,19153,459159
19,19155,93198
19,19157,18622
19,19159,5054
19,19161,10034
19,19163,171116
19,19165,11944
19,19167,34621
19,19169,94834
19,19171,17423
19,19173,6209
19,19175,12539
19,19177,7380
19,19179,35242
19,19181,48170
19,19183,22115
19,19185,6403
19,19187,37050
19,19189,10580
19,19191,20789
19,19193,102426
19,19195,7562
19,19197,12891
20,20001,12951
20,20003,7858
20,20005,16557
20,20009,27214
20,20011,14751
20,20013,9810
20,20015,66264
20,20021,20737
20,20027,8346
20,20029,9302
20,20031,8433
20,20035,35977
20,20037,39281
20,20041,19384
20,20043,7793
20,20045,116352
20,20051,29032
20,20053,6375
20,20055,36983
20,20057,34492
20,20059,25663
20,20061,36818
20,20067,7748
20,20069,6037
20,20073,6304
20,20077,5798
20,20079,34814
20,20085,13365
20,20087,18880
20,20091,572428
20,20095,7697
20,20099,20833
20,20103,78785
20,20107,9524
20,20111,33401
20,20113,29164
20,20115,12213
20,20117,9963
20,20121,32787
20,20123,6299
20,20125,33765
20,20127,5694
20,20131,10177
20,20133,16358
20,20137,5558
20,20139,16001
20,20143,6004
20,20145,6840
20,20147,5484
20,20149,22920
20,20151,9729
20,20155,63803
20,20159,9949
20,20161,75026
20,20163,5160
20,20167,6988
20,20169,55547
20,20173,508221
20,20175,23185
20,20177,178567
20,20181,6038
20,20189,5738
20,20191,23509
20,20193,7909
20,20197,6960
20,20201,5613
20,20205,8956
20,20209,161777
21,21001,19156
21,21003,20421
21,21005,21867
21,21007,8216
21,21009,43287
21,21011,12113
21,21013,27676
21,21015,125656
21,21017,20004
21,21019,48716
21,21021,29650
21,21023,8404
21,21025,13476
21,21027,20000
21,21029,77727
21,21031,12828
21,21033,12758
21,21035,38302
21,21037,91456
21,21041,10776
21,21043,27292
21,21045,15928
21,21047,73936
21,21049,35706
21,21051,21160
21,21053,10172
21,21055,9211
21,21057,6780
21,21059,98724
21,21061,12086
21,21063,7661
21,21065,14406
21,21067,311529
21,21069,14543
21,21071,38144
21,21073,49982
21,21075,6323
21,21077,8543
21,21079,17051
21,21081,24705
21,21083,37379
21,21085,26092
21,21087,11123
21,21089,36255
21,21091,8716
21,21093,107573
21,21095,28031
21,21097,18629
21,21099,18510
21,21101,46362
21,21103,15528
21,21107,46359
21,21109,13357
21,21111,759724
21,21113,51015
21,21115,23280
21,21117,163393
21,21119,15884
21,21121,31740
21,21123,14127
21,21125,59950
21,21127,15870
21,21129,6896
21,21131,10869
21,21133,23382
21,21135,13646
13,13043,10962
13,13045,113756
13,13047,65645
13,13049,12968
13,13051,282613
13,13053,11882
13,13055,25046
13,13057,230629
13,13059,122037
13,13063,270269
13,13065,6814
13,13067,728388
13,13069,43042
13,13071,46002
13,13073,139904
13,13075,17103
13,13077,135625
13,13079,12483
13,13081,23061
13,13083,16356
13,13085,22939
13,13087,27237
13,13089,723902
13,13091,20995
13,13093,14089
13,13095,92326
13,13097,138283
13,13099,10480
13,13103,55852
13,13105,19394
13,13107,22723
13,13109,10733
13,13111,24017
13,13113,109495
13,13115,96199
13,13117,203841
13,13119,22188
13,13121,996757
13,13123,28956
13,13127,82623
13,13129,56079
13,13131,25145
13,13133,16535
13,13135,874242
13,13137,43724
13,13139,190482
13,13141,8747
13,13143,28667
13,13145,32992
13,13147,25518
13,13149,11571
13,13151,214171
13,13153,149137
13,13155,9365
13,13157,62131
13,13159,13571
13,13161,14953
13,13163,16201
13,13165,9055
13,13167,9694
13,13169,28701
13,13171,18195
13,13173,10382
13,13175,47802
13,13177,29134
13,13179,63949
13,13181,7712
13,13183,17243
13,13185,113898
13,13187,31094
13,13189,21558
13,13191,13941
13,13193,13846
13,13195,28362
13,13197,8646
13,13199,21195
13,13201,5911
13,13205,22778
13,13207,27044
13,13209,9005
13,13211,17943